song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
acting like that (feat. Machine Gun Kelly),6PxNpy8jOjyZ8aGCD58LpW,YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,toplists,"['rock', 'british', 'modern']","['rock', 'british', 'modern']",0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01,191067,4
Dirty,3MTfE3Mo3lfwAymYLU2luX,grandson,4ZgQDCtRqZlhLswVS6MHN4,toplists,"['rock', 'modern']","['rock', 'modern']",0.536,0.845,2,-5.765,1,0.0615,0.0033,0.0,0.0465,0.6,159.953,208296,4
ESTELLA// (feat. Travis Barker),4v2Bq0xDB7uNN73I5b44Du,KennyHoopla,5ObBtv5VunwwhQaXXnUrsM,toplists,['alternative'],['alternative'],0.472,0.811,8,-5.121,1,0.0612,0.000839,0.000143,0.373,0.637,164.991,118733,4
Trouble’s Coming,5eR6OS3joTAHJToyzehKfu,Royal Blood,2S5hlvw4CMtMGswFtfdK15,toplists,"['alternative', 'rock', 'modern', 'brighton', 'garage']","['alternative', 'rock', 'modern']",0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400,4
Take Me Away,4CEqDmkqD7illXHuym76V6,Ayron Jones,1iEaqWaYpKo9x0OrEq7Q7z,toplists,['seattle'],['seattle'],0.475,0.844,1,-4.448,0,0.0622,0.00012,0.111,0.221,0.554,156.136,246933,4
Not Another Love Song,5XqDJFVCyRTm5J7cIfRmR1,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,toplists,"['r&b', 'dance', 'rap', 'urban', 'uk', 'pop', 'post-teen']","['dance', 'rap', 'uk', 'pop']",0.499,0.612,4,-5.947,0,0.127,0.171,4.99e-05,0.0993,0.218,157.218,217801,4
Damage,0KS2h61pHQ4WmOwruD7uxD,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,toplists,"['r&b', 'alternative', 'dance', 'urban', 'pop']","['alternative', 'dance', 'pop']",0.646,0.696,1,-6.505,1,0.065,0.113,0.0,0.115,0.18,81.336,223415,4
Hit Different,7Bar1kLTmsRmH6FCKKMEyU,SZA,7tYKF4w9nC0nq9CsPZTHyP,toplists,"['dance', 'rap', 'pop']","['dance', 'rap', 'pop']",0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
Wake Up Love,2KkNkv6ciB6bt2hvHtOrin,Teyana Taylor,4ULO7IGI3M2bo0Ap7B9h8a,toplists,"['r&b', 'alternative', 'dance', 'hip', 'urban', 'pop', 'neo']","['alternative', 'dance', 'hip', 'pop']",0.583,0.766,11,-4.743,0,0.405,0.502,1.79e-06,0.159,0.203,131.374,215329,3
Pick Up Your Feelings,2JLVZYEMmqPWbUoAJAMKfm,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,toplists,"['r&b', 'alternative', 'dance', 'hip', 'urban', 'pop', 'neo']","['alternative', 'dance', 'hip', 'pop']",0.729,0.414,7,-6.138,0,0.0565,0.291,0.0,0.0793,0.565,85.729,232096,3
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,"['canadian', 'pop']","['canadian', 'pop']",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
Dance Monkey,1rgnBhdG2JDFTbYkYRZAku,Tones And I,2NjfBq1NflQcKSeiDooVjY,2020,['australian'],['australian'],0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
The Box,0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2020,"['trap', 'melodic', 'rap']","['trap', 'melodic', 'rap']",0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4
Roses - Imanbek Remix,2Wo6QQD1KMDWeFkkjLqwx5,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,2020,"['melodic', 'rap', 'pop']","['melodic', 'rap', 'pop']",0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4
Don't Start Now,3PfIrDoz19wz7qK7tYeu62,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2020,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
Dakiti,47EiUVwUp4C9fGccaPuUCS,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2020,"['trap', 'latin', 'reggaeton']","['trap', 'latin', 'reggaeton']",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
Toosie Slide,466cKvZn1j45IpxDdYZqdA,Drake,3TVXtAsR1Inumwj472S9r4,2020,"['rap', 'hip', 'toronto', 'pop', 'canadian']","['rap', 'hip', 'pop', 'canadian']",0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,247059,4
Azul,2lCkncy6bIB0LTMT7kvrD1,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2020,"['latin', 'reggaeton']","['latin', 'reggaeton']",0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,205933,4
Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2020,"['melodic', 'chicago']",['melodic'],0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,"['canadian', 'pop']","['canadian', 'pop']",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2020,"['electropop', 'pop']",['pop'],0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
the 1,0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
34+35,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2020,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
Physical,3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2020,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
Without Me,6FZDfxM3a3UCqtzo5pxSLZ,Halsey,26VFTg2z8YR0cCuwLzESi2,2020,"['electropop', 'dance', 'pop', 'indie', 'post-teen', 'etherpop']","['dance', 'pop', 'indie']",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
Safaera,2DEZmgHKAvm41k4J3R2E9Y,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2020,"['trap', 'latin', 'reggaeton']","['trap', 'latin', 'reggaeton']",0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,Drake,3TVXtAsR1Inumwj472S9r4,2020,"['rap', 'hip', 'toronto', 'pop', 'canadian']","['rap', 'hip', 'pop', 'canadian']",0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4
Rojo,380HmhwTE2NJgawn1NwkXi,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2020,"['latin', 'reggaeton']","['latin', 'reggaeton']",0.663,0.598,11,-4.042,1,0.17,0.193,8.02e-05,0.0856,0.4,172.245,150720,4
Wishing Well,2U5WueTLIK5WJLD7mvDODv,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2020,"['melodic', 'chicago']",['melodic'],0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4
In Your Eyes,7szuecWAPwGoV1e5vGu8tl,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,"['canadian', 'pop']","['canadian', 'pop']",0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
Dynamite,0t1kP63rueHleOhQkYSXFY,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2020,['k-pop'],['k-pop'],0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
Memories,2b8fOow8UzyDFAE27YhOZM,Maroon 5,04gDigrS5kc9YWfZHwBETP,2020,['pop'],['pop'],0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,Queen,1dfeR4HaWDbWqFHLkxsg1d,2020,"['rock', 'glam', 'classic']","['rock', 'classic']",0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2020,"['talent', 'post-teen', 'boy', 'pop']",['pop'],0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4
Thunder,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2020,"['rock', 'modern', 'pop']","['rock', 'modern', 'pop']",0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
if we never met (feat. Kelsea Ballerini),0x0yttxnfoqFUYL1UB3Ckh,John K,73eAAfRkS2Vi4hx68oTJJE,at_home,"['electropop', 'post-teen', 'pop']",['pop'],0.957,0.365,8,-7.632,1,0.0512,0.207,0.0,0.132,0.355,107.967,144360,4
Demons,3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,at_home,"['rock', 'modern', 'pop']","['rock', 'modern', 'pop']",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
Youngblood,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,at_home,"['post-teen', 'dance', 'boy', 'pop']","['dance', 'pop']",0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
Without Me,5p7ujcrUXASCNwRaWNHR1C,Halsey,26VFTg2z8YR0cCuwLzESi2,at_home,"['electropop', 'dance', 'pop', 'indie', 'post-teen', 'etherpop']","['dance', 'pop', 'indie']",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
This City,3H3r2nKWa3Yk5gt8xgmsEt,Sam Fischer,6L1XC7NrmgWRlwAeLJvVtA,at_home,"['australian', 'uk', 'pop']","['australian', 'uk', 'pop']",0.602,0.377,11,-6.213,1,0.0446,0.731,0.0,0.0808,0.518,73.877,194853,4
(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,at_home,"['classic', 'rock', 'soft', 'album', 'pop', 'canadian', 'mellow', 'heartland']","['classic', 'rock', 'pop', 'canadian', 'mellow']",0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,393640,4
Another Day in Paradise - 2016 Remaster,1NCuYqMc8hKMb4cpNTcJbD,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,at_home,"['rock', 'soft', 'mellow']","['rock', 'mellow']",0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4
All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32,Lionel Richie,3gMaNLQm7D9MornNILzdSl,at_home,"['disco', 'quiet', 'soft', 'motown', 'mellow', 'adult']","['motown', 'mellow', 'adult']",0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,4
Kiss Me,754kgU5rWscRTfvlsuEwFp,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,at_home,"['lilith', 'pop', 'neo']",['pop'],0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,208680,4
The Man Who Can't Be Moved,4AFwnrH5atiJoAd5xS5QtR,The Script,3AQRLZ9PuTAozP28Skbq8V,at_home,"['dance', 'pop', 'post-teen', 'celtic', 'neo', 'viral']","['dance', 'pop', 'viral']",0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,241373,4
I Follow Rivers,38eDoBAphAMkPVPLFOkyKI,Helion,05GSra7vTwr8o54Brzp2nA,at_home,['melbourne'],['melbourne'],0.608,0.769,0,-7.086,1,0.0373,0.00658,0.0717,0.142,0.494,125.05,150720,4
Don't Leave Me Now,59VDjcpB2I8psQasslQpdK,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,at_home,"['edm', 'belgian', 'tropical', 'pop']","['edm', 'tropical', 'pop']",0.671,0.752,6,-6.806,0,0.0304,0.0258,0.0,0.112,0.717,124.998,195080,4
Unbreakable (feat. Clarence Coffee Jr.),0t7F6nflyhy7UR9yzTBAHl,BUNT.,2CpLIMBoE2ZzyY3ZBCRZ7j,at_home,"['pop', 'tropical', 'deep']","['pop', 'tropical', 'deep']",0.441,0.738,4,-3.169,1,0.0449,0.0105,0.0,0.126,0.208,126.954,238628,4
Hallucinate - Paul Woolford Remix,3v7hMuewavfpJx8sytJ4AO,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,at_home,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.568,0.768,0,-7.654,0,0.0306,0.00237,0.012,0.196,0.523,123.963,238766,4
You Should Know (feat. Craig Smart),7mA8qSlC9F04DEQV8ZcKqx,Sam Feldt,20gsENnposVs2I4rQ5kvrf,at_home,"['dance', 'edm', 'tropical', 'pop', 'electro']","['dance', 'edm', 'tropical', 'pop', 'electro']",0.597,0.915,2,-2.94,1,0.296,0.0165,1.6e-05,0.199,0.609,123.982,142258,4
Prey,10XX9bqEN46ZISDX07ahQF,Lehiotik,7gKM0lBcb636h4fhAdQ72u,at_home,[],[],0.417,0.184,9,-13.227,0,0.0579,0.91,0.865,0.151,0.0372,119.832,86125,3
I Don't Care,1o6cDsvkbZ4riUNoczuBaX,aesvec.,2zfutwYGY2KGkV4VCz0uLl,at_home,[],[],0.71,0.193,0,-16.519,0,0.0747,0.665,0.846,0.115,0.152,80.062,121510,4
Crush,5LInpL87GTv98Uur64L3D6,braj mahal,2uHJReWme1oJ0jaXD1fiHT,at_home,[],[],0.841,0.429,5,-6.94,1,0.161,0.505,0.545,0.221,0.724,79.022,109367,4
Wish We Could Stay Like This Forever,0f0EDZUFDo8f27Dg4SmCWk,ocha,2XXkRPi7NhXPf4vOPIG9zh,at_home,"['lo-fi', 'focus', 'chillhop']","['lo-fi', 'focus']",0.658,0.335,4,-14.835,1,0.218,0.741,0.872,0.133,0.466,79.895,168000,4
Sweet Hangover,5kGxA8CYmy5aUAcv2zHtwj,Peter Kind,1xMxQQ71TIGQgzH4NY0ECM,at_home,['lo-fi'],['lo-fi'],0.742,0.334,1,-9.704,0,0.068,0.418,0.0193,0.105,0.615,80.008,112714,4
PAPÁS,2pI0OyprOJssVYlqx9ZO3t,Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,at_home,"['trap', 'latin', 'reggaeton', 'pop']","['trap', 'latin', 'reggaeton', 'pop']",0.785,0.847,6,-3.182,0,0.0904,0.083,0.0,0.101,0.932,93.024,193187,4
Tattoo - Remix with Camilo,4ZRrLHqzhGRXYj2qcB4s5S,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,at_home,"['trap', 'puerto']",['trap'],0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,222680,4
Caramelo,3gD4J3RUHy4OUuZ3qAiaiG,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,at_home,"['trap', 'latin', 'reggaeton', 'puerto']","['trap', 'latin', 'reggaeton']",0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,217547,4
my future,2ygvZOXrIeVL4xZmAWJT2C,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,at_home,"['electropop', 'pop']",['pop'],0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4
Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,at_home,"['canadian', 'post-teen', 'pop']","['canadian', 'pop']",0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
positions,7igeByaBM0MgGsgXtNxDJ7,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,pop,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.736,0.802,0,-4.759,1,0.0864,0.468,0.0,0.094,0.675,144.005,172325,4
Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,pop,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Therefore I Am,54bFM56PmE4YLRnqpW6Tha,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,pop,"['electropop', 'pop']",['pop'],0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4
Monster (Shawn Mendes & Justin Bieber),2Z8yfpFX0ZMavHkcIeHiO1,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,pop,"['dance', 'pop', 'canadian', 'post-teen', 'viral']","['dance', 'pop', 'canadian', 'viral']",0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,4
HOLIDAY,6zFMeegAMYQo0mt8rXtrli,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,pop,"['queer', 'lgbtq+', 'country', 'pop']","['country', 'pop']",0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,4
Dakiti,47EiUVwUp4C9fGccaPuUCS,Bad Bunny,4q3ewBCX7sLwd24euuV69X,pop,"['trap', 'latin', 'reggaeton']","['trap', 'latin', 'reggaeton']",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,pop,['brooklyn'],['brooklyn'],0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,pop,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
Blinding Lights (with ROSALÍA) - Remix,7MXgrcOQAJ5VwSNUL0lDd3,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,pop,"['canadian', 'pop']","['canadian', 'pop']",0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,216123,4
Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,Ritt Momney,7MPGCB854Qo4alYMOPkBka,pop,['bedroom'],['bedroom'],0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4
Heat Waves,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,pop,"['shiver', 'modern', 'indietronica', 'gauze']",['modern'],0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,pop,['australian'],['australian'],0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
Coco (feat. DaBaby),2V6pjeOCuPBVlatcWTXUtP,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,pop,['cali'],['cali'],0.692,0.774,7,-4.385,0,0.0872,0.146,0.0,0.155,0.533,98.066,142000,4
Safe With Me (with Audrey Mika),6Skh3CBum0pZw9TOr7FQnX,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,pop,"['edm', 'dance', 'tropical', 'pop']","['edm', 'dance', 'tropical', 'pop']",0.497,0.757,11,-4.189,1,0.127,0.0449,0.0,0.119,0.507,169.902,205165,4
Call My Friends,6KVxMOxlSYpC5nrvyWhYhx,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,pop,"['dance', 'pop', 'canadian', 'post-teen', 'viral']","['dance', 'pop', 'canadian', 'viral']",0.53,0.79,7,-5.031,1,0.0344,0.0512,1.07e-06,0.122,0.438,146.09,171078,4
Blinding Lights (with ROSALÍA) - Remix,7MXgrcOQAJ5VwSNUL0lDd3,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,pop,"['canadian', 'pop']","['canadian', 'pop']",0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,216123,4
Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,pop,"['melodic', 'chicago']",['melodic'],0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,158033,4
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,pop,"['modern', 'social', 'pop']","['modern', 'social', 'pop']",0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4
Stay Next To Me (with Chelsea Cutler),6SGG5AxHShqSYiV9fCWpZz,Quinn XCII,3ApUX1o6oSz321MMECyIYd,pop,"['electropop', 'indie', 'pop']","['indie', 'pop']",0.581,0.584,2,-4.928,1,0.284,0.0805,0.0,0.366,0.756,179.954,206046,4
Monster (Shawn Mendes & Justin Bieber),2Z8yfpFX0ZMavHkcIeHiO1,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,pop,"['dance', 'pop', 'canadian', 'post-teen', 'viral']","['dance', 'pop', 'canadian', 'viral']",0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,4
Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,mood,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
The Best Days (feat. Tabitha),140XpWSdJ0jZEbLj9iVnPA,Sam Feldt,20gsENnposVs2I4rQ5kvrf,mood,"['dance', 'edm', 'tropical', 'pop', 'electro']","['dance', 'edm', 'tropical', 'pop', 'electro']",0.667,0.827,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95,161944,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,mood,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,192921,4
